,page,country,rev_id,Population mid-2018 (millions),prediction
11590,Li Ying (Eastern Han),China,805568130,"1,393.8",Stub
11591,Zhou Bangyan,China,805701071,"1,393.8",C
11592,Wang Ling (Three Kingdoms),China,805779617,"1,393.8",Start
11593,Nan Ping,China,805795504,"1,393.8",Stub
11594,Wang Like,China,805840862,"1,393.8",Stub
11595,Lu Ziyue,China,805853289,"1,393.8",Start
11596,Dong Zhuo,China,805865636,"1,393.8",C
11597,Soong Ching-ling,China,805898184,"1,393.8",C
11598,Khan of Heaven,China,805971713,"1,393.8",Start
11599,Bao Zheng,China,805989333,"1,393.8",FA
11600,Qiao Chuanxiu,China,805990103,"1,393.8",Stub
11601,Liu Wei (politician),China,805990409,"1,393.8",Stub
11602,Liu Jiayi,China,805990711,"1,393.8",Start
11603,Zhang Jiucheng,China,806005533,"1,393.8",Stub
11604,"Zaifeng, Prince Chun",China,806032280,"1,393.8",C
11605,Emperor Gaozong of Tang,China,806131220,"1,393.8",B
11606,Emperor Zhaozong of Tang,China,806131675,"1,393.8",B
11607,Leung Chun-ying,China,806165389,"1,393.8",GA
11608,Liu Xin,China,806172684,"1,393.8",C
11609,Shen Kuo,China,806232356,"1,393.8",FA
11610,Su Shi,China,806232695,"1,393.8",C
11611,Su Song,China,806232750,"1,393.8",FA
11612,Ban Zhao,China,806235259,"1,393.8",C
11613,Xu Guangqi,China,806263363,"1,393.8",C
11614,Yang Xian (Ming dynasty),China,806297107,"1,393.8",Start
11615,Zhang Zhu,China,806301648,"1,393.8",Stub
11616,Jin Yuzhang,China,806328553,"1,393.8",Start
11617,Liao Chengzhi,China,806370565,"1,393.8",GA
11618,Chen Chuanping,China,806394394,"1,393.8",Start
11619,Han Yuqun,China,806412646,"1,393.8",Stub
11620,Xuanzang,China,806447549,"1,393.8",B
11621,Sun Yi,China,806467016,"1,393.8",C
11622,Jiang Jiemin,China,806499067,"1,393.8",C
11623,Song Jiaoren,China,806500735,"1,393.8",C
11624,Princess Gaoyang,China,806507568,"1,393.8",Start
11625,Wang Lijun,China,806516398,"1,393.8",GA
11626,Wu Aiying,China,806540241,"1,393.8",Start
11627,Bai Zhijian,China,806549196,"1,393.8",Stub
11628,Carrie Lam,China,806613120,"1,393.8",B
11629,Yuwen Zhiji,China,806638126,"1,393.8",Start
11630,Wang Shen (Song dynasty),China,806641542,"1,393.8",Start
11631,Emperor Gaozu of Tang,China,806642465,"1,393.8",C
11632,Lan Yu (general),China,806642517,"1,393.8",C
11633,Emperor Taizong's campaign against Tuyuhun,China,806642579,"1,393.8",B
11634,Emperor Taizong's campaign against Xueyantuo,China,806642586,"1,393.8",C
11635,Zhou Bo,China,806667286,"1,393.8",Stub
11636,Li Si,China,806667356,"1,393.8",C
11637,Zhao Gao,China,806667377,"1,393.8",C
11638,Meng Yi,China,806687172,"1,393.8",Start
11639,Shen Buhai,China,806721766,"1,393.8",B
11640,Ling Jihua,China,806741571,"1,393.8",C
11641,Goguryeo–Tang War,China,806777405,"1,393.8",GA
11642,Zhang Mingqi,China,806796110,"1,393.8",Stub
11643,Yuan Chonghuan,China,806805397,"1,393.8",C
11644,Shi Kefa,China,806807095,"1,393.8",C
11645,Liu Bowen,China,806807662,"1,393.8",C
11646,Fan Tai,China,806809984,"1,393.8",Stub
11647,Yu Qian,China,806816517,"1,393.8",Start
11648,Yunli,China,806821795,"1,393.8",Start
11649,Fu Liang,China,806830849,"1,393.8",Start
11650,Feng Deyi,China,806838922,"1,393.8",C
11651,Pei Ji (Sui and Tang),China,806839328,"1,393.8",C
11652,Xu Jingzong,China,806842285,"1,393.8",C
11653,Dai Zhou,China,806844387,"1,393.8",B
11654,Du Yan,China,806846096,"1,393.8",C
11655,Du Ruhui,China,806846615,"1,393.8",C
11656,Dou Kang,China,806848381,"1,393.8",Start
11657,Pei Ju,China,806849116,"1,393.8",B
11658,Dou Wei (Tang dynasty),China,806851255,"1,393.8",Start
11659,Yu Shinan,China,806869069,"1,393.8",Stub
11660,Liu Wenjing,China,806870155,"1,393.8",B
11661,Yang Gongren,China,806870712,"1,393.8",Start
11662,Gao Shilian,China,806872103,"1,393.8",C
11663,Yuwen Shiji,China,806873381,"1,393.8",C
11664,Chen Shuda,China,806873948,"1,393.8",Start
11665,Fang Xuanling,China,806874703,"1,393.8",B
11666,Guan Zhong,China,806895255,"1,393.8",C
11667,Chen Sheng,China,806900802,"1,393.8",C
11668,Cao Cao,China,806911703,"1,393.8",C
11669,Zhang Zai,China,806929601,"1,393.8",C
11670,Selina Chow,China,807069258,"1,393.8",Start
11671,Zhu De,China,807097587,"1,393.8",C
11672,Zhu Xi,China,807112349,"1,393.8",C
11673,Zhao Ziyang,China,807127452,"1,393.8",B
11674,Wen Yanbo (Tang dynasty),China,807141694,"1,393.8",C
11675,Emperor Taizong of Tang,China,807141961,"1,393.8",C
11676,Xiao Yu,China,807141973,"1,393.8",B
11677,Wang Gui (Tang chancellor),China,807141980,"1,393.8",B
11678,Guo Boxiong,China,807150659,"1,393.8",C
11679,Guo Shoujing,China,807152289,"1,393.8",C
11680,Guo Youming,China,807152650,"1,393.8",Start
11681,Zhou Yongkang,China,807189505,"1,393.8",GA
11682,Emperor Jing of Western Liang,China,807222532,"1,393.8",C
11683,Gyai'ra Losang Dainzin,China,807226656,"1,393.8",Stub
11684,Xi Mingze,China,807229101,"1,393.8",Start
11685,Yang Shangkun,China,807232932,"1,393.8",C
11686,Lin Jiamei,China,807233260,"1,393.8",Start
11687,Li Xiannian,China,807233386,"1,393.8",C
11688,Liu Shaoqi,China,807233833,"1,393.8",GA
11689,Jiang Qing,China,807252883,"1,393.8",C
11690,Li Keqiang,China,807296432,"1,393.8",C
11691,Hu Jintao,China,807302387,"1,393.8",C
11692,Zhu Rongji,China,807305010,"1,393.8",FA
11693,Wen Jiabao,China,807305356,"1,393.8",GA
11694,Fu Hao,China,807309752,"1,393.8",Start
11695,Yao Zhongmin,China,807310805,"1,393.8",Start
11696,Dong Yun,China,807317476,"1,393.8",Stub
11697,Jiang Zemin,China,807323321,"1,393.8",C
11698,Sun Chunlan,China,807325309,"1,393.8",C
11699,Li Xiaolin (b. 1953),China,807344718,"1,393.8",Start
11700,Donald Tsang,China,807373101,"1,393.8",C
11701,General Secretary of the Communist Party of China,China,807388210,"1,393.8",C
11702,Han Yanhui,China,807441584,"1,393.8",B
11703,Wu Zetian,China,807455323,"1,393.8",B
11704,Xi Jinping,China,807462009,"1,393.8",FA
11705,Kennedy Kiliku,Kenya,623004627,51,Stub
11706,Irshadali Sumra,Kenya,664793790,51,Stub
11707,Hosea Kiplagat,Kenya,671032132,51,Stub
11708,Julius Muthamia,Kenya,684879320,51,Start
11709,Sospeter Machage,Kenya,699341277,51,Start
11710,Maurice S. Makhanu,Kenya,709821199,51,Stub
11711,G. G. Njuguna Ngengi,Kenya,713351236,51,Start
11712,Gitau wa Njenga,Kenya,713812142,51,Start
11713,James Beauttah,Kenya,713871389,51,Stub
11714,Davidson Ngibuini Kuguru,Kenya,719237570,51,Stub
11715,Tiras Nyingi Ngahu,Kenya,722319064,51,Stub
11716,James Njiru,Kenya,723301153,51,Stub
11717,Julius Kibiwott Melly,Kenya,723535564,51,Stub
11718,Ahmed Abdi Ogle,Kenya,723807310,51,Stub
11719,Moses Kasaine,Kenya,724109526,51,Stub
11720,Grace Jelagat Kipchoim,Kenya,724671827,51,Stub
11721,Peter Njoroge Baiya,Kenya,728613573,51,Stub
11722,Peter Njuguna Gitau,Kenya,728613577,51,Stub
11723,Nelson Gaichuhie,Kenya,728613587,51,Stub
11724,Pollyins Ochieng Anyango,Kenya,728613603,51,Stub
11725,Peter Edick Omondi Anyanga,Kenya,728613607,51,Stub
11726,Mohamed Hussein Ali,Kenya,728613637,51,Stub
11727,Mohamed Ibrahim Elmi,Kenya,728613639,51,Stub
11728,Stanley Munga Githunguri,Kenya,728613646,51,Stub
11729,Ali Rasso Dido,Kenya,728613680,51,Stub
11730,Adhu Awiti,Kenya,728613689,51,Stub
11731,Philip Godana,Kenya,728613691,51,Stub
11732,Ramadhan Seif Kajembe,Kenya,728613764,51,Stub
11733,William Kipkorir,Kenya,728613774,51,Stub
11734,Peter Kiilu,Kenya,728613798,51,Stub
11735,Kipruto Rono Arap Kirwa,Kenya,728613834,51,Stub
11736,Khatib Mwashetani,Kenya,728613841,51,Stub
11737,Ntoitha M'mithiaru,Kenya,728613883,51,Stub
11738,Moses Lessonet,Kenya,728613900,51,Stub
11739,Raphael Lentimalo,Kenya,728613907,51,Stub
11740,Simon Lesirma,Kenya,728613912,51,Stub
11741,Robert Onsare Monda,Kenya,728613954,51,Stub
11742,Patrick Kariuki Muiruri,Kenya,728613970,51,Stub
11743,Mohamed Maalim Mohamud,Kenya,728613976,51,Start
11744,Arthur Magugu,Kenya,728613980,51,Stub
11745,Francis Masakhalia,Kenya,728613984,51,Stub
11746,Darius Msagha Mbela,Kenya,728613991,51,Stub
11747,Gilbert Kabere M'mbijiwe,Kenya,728613993,51,Stub
11748,Mwandawiro Mghanga,Kenya,728613996,51,Stub
11749,Fred Mbiti Gideon Mati,Kenya,728614002,51,Stub
11750,George Muchai,Kenya,728614003,51,Stub
11751,Robert Mbui,Kenya,728614009,51,Stub
11752,Jackson Kasanga Mulwa,Kenya,728614017,51,Stub
11753,Lewis Nguyai Nganga,Kenya,728614091,51,Stub
11754,Mwalimu Masudi Mwahima,Kenya,728614137,51,Stub
11755,Thomas Ludindi Mwadeghu,Kenya,728614155,51,Stub
11756,Silas Muriuki,Kenya,728614240,51,Stub
11757,Elijah Mwangale,Kenya,728614254,51,Stub
11758,George Nyamweya,Kenya,728614265,51,Stub
11759,Richard Momoima Onyonka,Kenya,728614385,51,Stub
11760,Sasura Hussein Tarry,Kenya,728614415,51,Stub
11761,Wilfred Moriasi Ombui,Kenya,728614428,51,Stub
11762,Peter Oloo-Aringo,Kenya,728614478,51,Stub
11763,Namesyus Warugongo,Kenya,728614550,51,Stub
11764,Omar Mbwana Zonga,Kenya,728614586,51,Stub
11765,Zebedeo John Opore,Kenya,730091628,51,Stub
11766,Rosalyn Nandwa,Kenya,730470106,51,Stub
11767,Soita Shitanda,Kenya,732991530,51,Stub
11768,Shakeel Shabbir,Kenya,735263515,51,Stub
11769,Eliud Mathu,Kenya,736864588,51,Stub
11770,Joseph Byrne (British Army officer),Kenya,737351926,51,Start
11771,Kinuthia Murugu,Kenya,739284201,51,Start
11772,Musa Sirma,Kenya,739402154,51,Stub
11773,Henry Conway Belfield,Kenya,740618153,51,Stub
11774,Joseph Lekuton,Kenya,741388231,51,Start
11775,Wakoli Bifwoli,Kenya,741754138,51,Stub
11776,Phares Oluoch Kanindo,Kenya,742096045,51,Start
11777,Israel Somen,Kenya,743800296,51,Start
11778,Armigel Wade,Kenya,743935844,51,Start
11779,Amos Wako,Kenya,744085168,51,Start
11780,Mugabe Were,Kenya,744265558,51,Start
11781,Kassim Mwamzandi,Kenya,744456849,51,Stub
11782,Benedict Wachira,Kenya,746994538,51,Start
11783,Alfred Odhiambo,Kenya,749322828,51,Stub
11784,Patrick Ayiecho Olweny,Kenya,749372687,51,Stub
11785,Benson Mbai Itwiku,Kenya,749402361,51,Stub
11786,Nkoidilla Lankas,Kenya,749497889,51,Stub
11787,Dalmas Otieno,Kenya,749503310,51,Stub
11788,Atanas Keya,Kenya,749545540,51,Stub
11789,David Were,Kenya,749550481,51,Stub
11790,Benedict Fodo Gunda,Kenya,749567086,51,Stub
11791,Alfred Sambu,Kenya,749960863,51,Stub
11792,Benjamin Jomo Washiali,Kenya,749968927,51,Stub
11793,Alfred Khang'ati,Kenya,750067436,51,Stub
11794,Evans Akula,Kenya,750076200,51,Stub
11795,Barnabas Muturi Mwangi,Kenya,750079661,51,Stub
11796,Calist Andrew Mwatela,Kenya,750162565,51,Stub
11797,Peter Njeru Ndwiga,Kenya,750745985,51,Stub
11798,Joseph Gitari,Kenya,750879737,51,Stub
11799,Chirau Ali Mwakwere,Kenya,750988119,51,Start
11800,William Ole Ntimama,Kenya,752443944,51,Stub
11801,Elijah Lagat,Kenya,752821559,51,Start
11802,Charles Rubia,Kenya,752918826,51,Stub
11803,David Eseli Simiyu,Kenya,753553048,51,Stub
11804,Charles Onyancha,Kenya,753680679,51,Stub
11805,Daniel Muoki,Kenya,753686420,51,Stub
11806,Charles Kilonzo,Kenya,753688333,51,Stub
11807,Charles Mutisya Nyamai,Kenya,753690318,51,Stub
11808,Danson Mwazo Mwakulegwa,Kenya,753693393,51,Stub
11809,David Koech,Kenya,753708117,51,Stub
11810,Chris Okemo,Kenya,753712004,51,Stub
11811,Oburu Odinga,Kenya,754539556,51,Stub
11812,Pio Gama Pinto,Kenya,756990153,51,C
11813,Moses Wetangula,Kenya,757656174,51,C
11814,Christopher Obure,Kenya,757713770,51,Stub
11815,Moses ole Sakuda,Kenya,757796563,51,Stub
11816,Elijah Omolo Agar,Kenya,757812559,51,Stub
11817,Noah Wekesa,Kenya,759763616,51,Stub
11818,Ali Aden Lord,Kenya,759973565,51,Start
11819,Edwin Ochieng Yinda,Kenya,762624528,51,Stub
11820,Godhana Dhadho Gaddae,Kenya,762839375,51,Stub
11821,Fahim Yasin Twaha,Kenya,762846269,51,Stub
11822,David Mwaniki Ngugi,Kenya,762923558,51,Stub
11823,Emillio Kathuli,Kenya,763036767,51,Stub
11824,Ephraim Maina,Kenya,763047188,51,Stub
11825,Wesley Korir,Kenya,763137468,51,GA
11826,Elias Mbau,Kenya,763314886,51,Stub
11827,Franklin Linturi,Kenya,763324707,51,Stub
11828,Fred Gumo,Kenya,763331150,51,Stub
11829,George Khaniri,Kenya,763336129,51,Stub
11830,Gideon Ndambuki,Kenya,763338987,51,Stub
11831,Francis Chachu Ganya,Kenya,763532908,51,Stub
11832,Erastus Kihara Mureithi,Kenya,763540644,51,Stub
11833,Frederick Outa Otieno,Kenya,763560909,51,Stub
11834,Robinson Njeru Githae,Kenya,765104380,51,Stub
11835,Wamathai Samuel Githaiga,Kenya,767391755,51,Stub
11836,Governor of Nandi County,Kenya,769242907,51,C
11837,Cleophas Lagat,Kenya,770433300,51,Stub
11838,Sospeter Ojaamong,Kenya,771144723,51,Start
11839,Cyprian Ojwang Omollo,Kenya,772607266,51,Stub
11840,Humphrey Kimani Njuguna,Kenya,774148080,51,Stub
11841,Eugene Wamalwa,Kenya,774333714,51,Start
11842,Kingwa Kamencu,Kenya,774335418,51,Start
11843,Mutahi Kagwe,Kenya,774341242,51,Start
11844,Robert Pukose,Kenya,774350502,51,Stub
11845,Isaac Mulatya Muoki,Kenya,775476334,51,Stub
11846,James Kwanya Rege,Kenya,775978319,51,Stub
11847,James Maina Kamau,Kenya,775985333,51,Stub
11848,James Omingo Magara,Kenya,775996384,51,Start
11849,James Ondicho Gesami,Kenya,775996403,51,Stub
11850,Japhet Kareke Mbiuki,Kenya,776181299,51,Stub
11851,Mutea Iringo,Kenya,776248253,51,Stub
11852,Paul Otuoma,Kenya,776523171,51,Stub
11853,William Odongo Omamo,Kenya,776901754,51,Start
11854,Gideon Moi,Kenya,776954627,51,Stub
11855,John Munyes,Kenya,777142665,51,Stub
11856,John Mwirichia,Kenya,777144312,51,Stub
11857,John Olago Aluoch,Kenya,777156475,51,Stub
11858,Kinuthia Mbugua,Kenya,777520559,51,Start
11859,Joseph Nganga Kiuna,Kenya,777521043,51,Stub
11860,Joseph Oyugi Magwanga,Kenya,777523575,51,Stub
11861,Josephat Koli Nanok,Kenya,777551767,51,Stub
11862,Wilfred Machage,Kenya,777754835,51,Stub
11863,Julius Murgor,Kenya,777801545,51,Stub
11864,Edward Northey (British Army officer),Kenya,778200274,51,C
11865,Katoo Ole Metito,Kenya,778458989,51,Start
11866,Kibiwott Munge,Kenya,778840246,51,Stub
11867,Kilemi Mwiria,Kenya,778880929,51,Stub
11868,Kinoti Gatobu,Kenya,779004428,51,Stub
11869,Patrick Muir Renison,Kenya,779005443,51,Start
11870,Kipng'eno Arap Ng'eny,Kenya,779011537,51,Stub
11871,Kivuti Maxwell,Kenya,779076444,51,Stub
11872,Kizito Osore Wangalwa,Kenya,779081993,51,Start
11873,Fatuma Ibrahim Ali,Kenya,779542125,51,Stub
11874,Agnes Awuor,Kenya,779542211,51,Stub
11875,Kazungu Kambi,Kenya,779566560,51,Stub
11876,Jackson Kiptanui,Kenya,780073593,51,Stub
11877,Mwangi wa Iria,Kenya,781636596,51,Stub
11878,Mwangi Kiunjuri,Kenya,781989047,51,Stub
11879,Quincy Timberlake,Kenya,782225198,51,B
11880,Lucas Chepkitony,Kenya,782479040,51,Stub
11881,Luka Kigen,Kenya,782551753,51,Stub
11882,Richard Makenga,Kenya,782615734,51,Stub
11883,Nderitu Gachagua,Kenya,783433028,51,Stub
11884,Martin Otieno Ogindo,Kenya,783739335,51,Stub
11885,Death of Mutula Kilonzo,Kenya,784422245,51,C
11886,Johnson Muthama,Kenya,784751827,51,Start
11887,Daniel Waithaka,Kenya,785421281,51,Start
11888,Francis Kimemia,Kenya,785668987,51,Stub
11889,Joshua Kutuny,Kenya,786577848,51,Stub
11890,Kennedy Mong'are Okong'o,Kenya,786677844,51,Start
11891,Lawrence Sifuna,Kenya,787214879,51,Stub
11892,Julius Lekakeny Sunkuli,Kenya,787336224,51,Start
11893,Abdilatif Abdalla,Kenya,787391046,51,Start
11894,Abdirahman Ali Hassan,Kenya,787391152,51,Stub
11895,Abdul Ali Bahari,Kenya,787394815,51,Stub
11896,Abu Chiaba,Kenya,787462539,51,Stub
11897,Moses Otieno Kajwang,Kenya,787488755,51,Start
11898,Aden Sugow,Kenya,787664907,51,Stub
11899,Muriithi Kagai,Kenya,788130378,51,Stub
11900,Clement Kungu Waibara,Kenya,788134156,51,Stub
11901,Alex Muthengi Mwiru,Kenya,788318024,51,Stub
11902,Ali Mohamud Mohamed,Kenya,788478252,51,Stub
11903,Amason Kingi,Kenya,788756073,51,Stub
11904,"Edward Grigg, 1st Baron Altrincham",Kenya,789668082,51,C
11905,Kiema Kilonzo,Kenya,789737266,51,Stub
11906,Mutula Kilonzo,Kenya,789741064,51,C
11907,Naomi Shaban,Kenya,789814324,51,Stub
11908,Dorothy Nditi,Kenya,789814361,51,Stub
11909,Sonia Birdi,Kenya,789815780,51,Start
11910,Peris Chepchumba,Kenya,789815832,51,Stub
11911,Winnie Kaburu,Kenya,789815918,51,Stub
11912,Linah Kilimo,Kenya,789816059,51,Start
11913,Sally Kosgei,Kenya,789816081,51,Stub
11914,Esther Murugi Mathenge,Kenya,789816239,51,Stub
11915,Nyiva Mwendwa,Kenya,789816444,51,Start
11916,Augustine Lotodo,Kenya,790145123,51,Stub
11917,Jeremiah Ngayu Kioni,Kenya,790192516,51,Stub
11918,Mohamed Abdi Affey,Kenya,790465094,51,Start
11919,Robert Brooke-Popham,Kenya,790487610,51,GA
11920,John Pesa Dache,Kenya,790725791,51,Stub
11921,Kiprono Langat,Kenya,791034770,51,Stub
11922,Benjamin Cheboi,Kenya,791097522,51,Start
11923,Beth Wambui Mugo,Kenya,791245298,51,Stub
11924,Victor Munyaka,Kenya,791469113,51,Stub
11925,Joseph Ole Nkaissery,Kenya,791763444,51,Start
11926,Bonaya Godana,Kenya,791911378,51,Stub
11927,Bonny Khalwale,Kenya,791924531,51,C
11928,First Lady of Kenya,Kenya,792024344,51,Stub
11929,Philip Kaloki,Kenya,792353438,51,Stub
11930,Burudi Nabwera,Kenya,792658527,51,Stub
11931,Otieno Kajwang,Kenya,792677652,51,Stub
11932,Deputy President of Kenya,Kenya,793012659,51,Start
11933,Wycliffe Oparanya,Kenya,793178822,51,Start
11934,Percy Girouard,Kenya,793580175,51,B
11935,Daniel Karaba,Kenya,793585442,51,Start
11936,Charles Lugano,Kenya,793686074,51,Stub
11937,David Mwiraria,Kenya,794035759,51,Start
11938,"Evelyn Baring, 1st Baron Howick of Glendale",Kenya,794233789,51,Start
11939,Dennis Akumu,Kenya,794291790,51,Stub
11940,Lorna Laboso,Kenya,794395519,51,Start
11941,Boaz Kipchumba Kaino,Kenya,794522698,51,Stub
11942,Clement Muchiri Wambugu,Kenya,794650852,51,Start
11943,Ibrahim Ali Hussein,Kenya,794682850,51,Stub
11944,Josiah Mwangi Kariuki,Kenya,794796636,51,Start
11945,Eric Mutua,Kenya,794979175,51,Stub
11946,Moody Awori,Kenya,795019096,51,C
11947,Josephat Karanja,Kenya,795250175,51,Start
11948,Ndiritu Muriithi,Kenya,795784022,51,Start
11949,Marere wa Mwachai,Kenya,795800699,51,Start
11950,Machel Waikenda,Kenya,795804367,51,Start
11951,Yusuf Chanzu,Kenya,795830729,51,Stub
11952,Asman Kamama,Kenya,795852424,51,Stub
11953,Eric Edward Khasakhala,Kenya,796255913,51,C
11954,Charles Keter,Kenya,796552637,51,Stub
11955,Ibrahim A. Saney,Kenya,796689821,51,Stub
11956,Ferdinand Waititu,Kenya,796853680,51,Start
11957,Julius Malombe,Kenya,796886367,51,Stub
11958,Mohammed Kuti,Kenya,797023837,51,Stub
11959,Frederick John Jackson,Kenya,797262615,51,Start
11960,Bruce McKenzie,Kenya,797449627,51,Start
11961,Philip Leakey,Kenya,797565183,51,Stub
11962,Washington Jakoyo Midiwo,Kenya,797586178,51,Stub
11963,Ali Roba,Kenya,797626931,51,Start
11964,John Harun Mwau,Kenya,797695325,51,Start
11965,Hassan Joho,Kenya,797819376,51,Start
11966,Machakos County Governor,Kenya,797867917,51,Stub
11967,Godfrey Gitahi Kariuki,Kenya,798174028,51,Stub
11968,Sam Ongeri,Kenya,798227232,51,Start
11969,Kenneth Lusaka,Kenya,798231185,51,Start
11970,Josphat Nanok,Kenya,798257112,51,Stub
11971,Salim Mvurya,Kenya,798257731,51,Start
11972,Julius Kipyegon Kones,Kenya,798320897,51,Start
11973,Wilber Otichilo,Kenya,798351355,51,Stub
11974,Nzamba Kitonga,Kenya,798355131,51,Stub
11975,Kivutha Kibwana,Kenya,798408497,51,Start
11976,William Gitau,Kenya,798964195,51,Stub
11977,Henry Monck-Mason Moore,Kenya,798986892,51,Start
11978,Kipsengeret Koros,Kenya,799360540,51,Start
11979,Joshua Irungu,Kenya,799368888,51,Start
11980,Bernard Kiala,Kenya,799371261,51,Start
11981,Tom Mboya,Kenya,799378249,51,GA
11982,Munyua Waiyaki,Kenya,799428803,51,Start
11983,Mohamed Yusuf Haji,Kenya,799431497,51,C
11984,Kalonzo Musyoka,Kenya,799601046,51,C
11985,Aden Duale,Kenya,799627137,51,Stub
11986,Kembi Gitura,Kenya,799634227,51,Stub
11987,Davis Chirchir,Kenya,799678665,51,Stub
11988,Felix Koskei,Kenya,799698202,51,Stub
11989,Hassan Wario,Kenya,799717467,51,Stub
11990,Henry Rotich,Kenya,799720741,51,Stub
11991,Jacob Kaimenyi,Kenya,799738885,51,Stub
11992,James Wainaina Macharia,Kenya,799741904,51,Stub
11993,Judy Wakhungu,Kenya,799770429,51,Start
11994,Michael Kamau,Kenya,799812614,51,Stub
11995,Dick Wathika,Kenya,799866898,51,Stub
11996,Reuben Sechele Nyangweso,Kenya,799925801,51,C
11997,Kabando wa Kabando,Kenya,800229156,51,Start
11998,Michael Kijana Wamalwa,Kenya,800231114,51,C
11999,Joyce Laboso,Kenya,800267241,51,Start
12000,Peter Ochieng Odoyo,Kenya,800333752,51,Stub
12001,Wilson Litole,Kenya,800347079,51,Stub
12002,Kiraitu Murungi,Kenya,800391945,51,C
12003,Mike Sonko,Kenya,800617522,51,Start
12004,Gideon Mung'aro,Kenya,800976097,51,Stub
12005,Hon Stanley Nyaga Kithung'a,Kenya,801312658,51,Stub
12006,Elizabeth Ongoro,Kenya,801424499,51,Stub
12007,Esther Passaris,Kenya,801446323,51,C
12008,Charity Ngilu,Kenya,801487665,51,C
12009,William Ruto,Kenya,801578644,51,C
12010,Martha Karua,Kenya,801592383,51,C
12011,Erastus J. O. Mwencha,Kenya,801844978,51,Stub
12012,Harry Thuku,Kenya,802117133,51,Start
12013,Musalia Mudavadi,Kenya,802187568,51,C
12014,Wambui Otieno,Kenya,802205703,51,Start
12015,Lee Kinyanjui,Kenya,802353602,51,Stub
12016,Cornel Rasanga Amoth,Kenya,802354529,51,Start
12017,Amram Musungu,Kenya,802460649,51,Start
12018,Rebecca Nabutola,Kenya,802551438,51,Stub
12019,Janet ong'era,Kenya,802565760,51,Stub
12020,Mbadi John Ng'ongo,Kenya,802633990,51,Stub
12021,Joseph Hellon,Kenya,802731648,51,Start
12022,Phyllis Kandie,Kenya,802732809,51,Stub
12023,Issa Timamy,Kenya,802968896,51,Start
12024,Ngethe Njoroge,Kenya,803055226,51,Stub
12025,Ruth Habwe,Kenya,803199083,51,Stub
12026,Grace Onyango,Kenya,803367951,51,Stub
12027,Samuel Kivuitu,Kenya,803510837,51,Stub
12028,Peter Munya,Kenya,803609950,51,C
12029,Robert Coryndon,Kenya,803618918,51,GA
12030,Jack Ranguma,Kenya,803644025,51,Stub
12031,Nassir Nuh Abdi,Kenya,803752444,51,Stub
12032,Jamleck Irungu Kamau,Kenya,803800617,51,Start
12033,Malcolm MacDonald,Kenya,803835166,51,C
12034,Francis Muthaura,Kenya,803928076,51,Start
12035,Francis Ole Kaparo,Kenya,803929204,51,Start
12036,List of colonial governors and administrators of Kenya,Kenya,803983051,51,Start
12037,Cleopa Kilonzo Mailu,Kenya,803994295,51,Start
12038,Daisy Nyongesa,Kenya,804076685,51,Start
12039,Grace Ogot,Kenya,804130858,51,C
12040,Willy Bett,Kenya,804290735,51,Stub
12041,Evans Kidero,Kenya,804351786,51,Start
12042,Margaret Kamar,Kenya,804452650,51,Stub
12043,Wangari Maathai,Kenya,804550847,51,GA
12044,Robert Ouko (politician),Kenya,804642718,51,C
12045,David ole Nkedianye,Kenya,804848031,51,Stub
12046,Abdul Rahim Dawood,Kenya,804869854,51,Stub
12047,Moses Akaranga,Kenya,804873198,51,Start
12048,Fred Kapondi,Kenya,804892672,51,Stub
12049,Margaret Kenyatta (mayor),Kenya,804983758,51,C
12050,Jonathan Mwangangi Mueke,Kenya,805008963,51,Start
12051,Nixon Kiprotich Korir,Kenya,805151826,51,Start
12052,George Saitoti,Kenya,805250645,51,B
12053,George Thuo,Kenya,805261222,51,Start
12054,Ekuru Aukot,Kenya,805418696,51,Stub
12055,Gideon Mwiti,Kenya,805572440,51,Stub
12056,Robert Kiptoo Kipkorir,Kenya,805742653,51,Stub
12057,Cecily Mutitu Mbarire,Kenya,806037934,51,Stub
12058,James Orengo,Kenya,806058920,51,Start
12059,Irungu Kang'ata,Kenya,806087740,51,GA
12060,Anne Waiguru,Kenya,806136719,51,C
12061,Moses Kuria,Kenya,806164856,51,Stub
12062,Peter Anyang' Nyong'o,Kenya,806324173,51,Start
12063,Abdikadir Hussein Mohamed,Kenya,806519579,51,Stub
12064,David Musila,Kenya,806670089,51,Stub
12065,Naisula Lesuuda,Kenya,806670350,51,C
12066,Kimaiyo Sego,Kenya,806751792,51,C
12067,Jaramogi Oginga Odinga,Kenya,806856814,51,C
12068,Margaret Wanjiru,Kenya,806860809,51,Start
12069,Charles Eliot (diplomat),Kenya,807070352,51,C
12070,Raila Odinga,Kenya,807117880,51,B
12071,Mwai Kibaki,Kenya,807211531,51,B
12072,Joseph Murumbi,Kenya,807224809,51,C
12073,Daniel arap Moi,Kenya,807246414,51,C
12074,Alfred Mutua,Kenya,807398594,51,C
12075,Kamu de Almeida,Angola,623334577,30.4,Stub
12076,Afonso Pedro Canga,Angola,684499128,30.4,Stub
12077,Francisco Romão,Angola,703532164,30.4,Stub
12078,Osvaldo de Jesus Serra Van-Dúnem,Angola,705597487,30.4,Stub
12079,Cristiano André,Angola,707213784,30.4,Stub
12080,Carlos Contreiras,Angola,711020711,30.4,Stub
