,page,country,rev_id,Population mid-2018 (millions),prediction
20016,Alice Sportisse Gomez-Nadal,France,788829133,65.1,Stub
20017,Jean Garchery,France,788829516,65.1,Stub
20018,Arthur Chaussy,France,788830179,65.1,Start
20019,Bernard Cadenat,France,788830339,65.1,Stub
20020,Charles Spinasse,France,788830375,65.1,Stub
20021,Gaston Allemane,France,788830454,65.1,Stub
20022,Jean Bène,France,788830574,65.1,Stub
20023,Joannès Marietton,France,788830600,65.1,Stub
20024,Marx Dormoy,France,788830696,65.1,Start
20025,Paul Aubriot,France,788830722,65.1,Stub
20026,Pierre Bérégovoy,France,788830764,65.1,C
20027,René Lefeuvre,France,788830857,65.1,Stub
20028,Roger Roche,France,788830864,65.1,Stub
20029,Roger Salengro,France,788830872,65.1,Start
20030,Émile Muller,France,788830927,65.1,Stub
20031,Étienne Rognon,France,788830944,65.1,Stub
20032,Maurice Fontaine,France,788831121,65.1,Stub
20033,Jean Hennessy,France,788831407,65.1,Start
20034,Laurent Bonnevay,France,788831429,65.1,Start
20035,André Salardaine,France,788832035,65.1,Stub
20036,Aline Archimbaud,France,788832377,65.1,Stub
20037,Pierre Ceyrac,France,788832840,65.1,Start
20038,Stéphane Buchou,France,788834804,65.1,Stub
20039,Éric Bothorel,France,788835414,65.1,Stub
20040,Napoléon Alexandre Berthier,France,788836581,65.1,Stub
20041,Louis-Antoine Garnier-Pagès,France,788836610,65.1,Start
20042,Jules Jacquot d'Andelarre,France,788836654,65.1,Stub
20043,Jacques-Louis Hénon,France,788836739,65.1,Start
20044,Félix Baciocchi (1803–1866),France,788836857,65.1,Stub
20045,Frédéric Lagrange (politician),France,788836862,65.1,Stub
20046,François Christophe Edmond de Kellermann,France,788836899,65.1,Stub
20047,Eugène Eschassériaux,France,788836918,65.1,Stub
20048,Ernest Arrighi de Casanova,France,788836926,65.1,Stub
20049,Edmond Valléry Gressier,France,788836937,65.1,Stub
20050,"Claude Antoine Gabriel, duc de Choiseul-Stainville",France,788836952,65.1,Start
20051,Auguste de Talhouët-Roy,France,788836980,65.1,Stub
20052,Antoine Maurice Apollinaire d'Argout,France,788836986,65.1,Start
20053,Alexandre Goüin,France,788837022,65.1,Start
20054,Étienne Clavière,France,788839194,65.1,Start
20055,Étienne Christophe Maignet,France,788839204,65.1,Stub
20056,Théodore Vernier,France,788839216,65.1,Stub
20057,Stanislas Joseph François Xavier Rovère,France,788839239,65.1,Stub
20058,Pierre-Louis Bentabole,France,788839255,65.1,C
20059,Pierre Bourbotte,France,788839317,65.1,Stub
20060,Pierre Antoine Laloy,France,788839325,65.1,Stub
20061,Philippe-François-Joseph Le Bas,France,788839335,65.1,Start
20062,Jean-Henri Voulland,France,788839722,65.1,Stub
20063,Jean-François-Bertrand Delmas,France,788839731,65.1,Stub
20064,Jean-Bertrand Féraud,France,788839769,65.1,B
20065,Jean-Baptiste Charles Matthieu,France,788839789,65.1,Stub
20066,Jacques-Marie Rouzet,France,788839876,65.1,Stub
20067,Charles-Louis Antiboul,France,788842389,65.1,Stub
20068,Armand-Joseph Guffroy,France,788842478,65.1,Stub
20069,André Dumont (politician),France,788842541,65.1,Stub
20070,Victor Denain,France,788898860,65.1,Start
20071,Frédéric Barbier (politician),France,788917737,65.1,Stub
20072,Jean François Mbaye,France,788966145,65.1,Stub
20073,Isabelle Muller-Quoy,France,788966440,65.1,Stub
20074,Jean Chamant,France,789009442,65.1,Stub
20075,Georges Coudray,France,789009799,65.1,Stub
20076,Pierre Person,France,789081421,65.1,Stub
20077,Valérie Petit,France,789082170,65.1,Stub
20078,William Waddington,France,789092767,65.1,C
20079,Éric Alauzet,France,789100781,65.1,Stub
20080,Émilie Cariou,France,789100859,65.1,Stub
20081,Lætitia Avia,France,789120205,65.1,Stub
20082,Antonin Dubost,France,789170704,65.1,Start
20083,Renée Bordereau,France,789184761,65.1,Start
20084,Pierre Baudin,France,789210595,65.1,Stub
20085,Émile Berlia,France,789210610,65.1,Stub
20086,René Besse,France,789210612,65.1,Stub
20087,Jacques Alexandre Bixio,France,789210623,65.1,Stub
20088,André Bord,France,789210630,65.1,Stub
20089,Jean-Baptiste Chaudié,France,789210702,65.1,Stub
20090,Jean Cluzel,France,789210713,65.1,Stub
20091,Pierre Courant,France,789210721,65.1,Stub
20092,Jean-Marie Demange,France,789210756,65.1,Stub
20093,Pierre Frédéric Dorian,France,789210771,65.1,Stub
20094,Marc Fesneau,France,789210787,65.1,Stub
20095,Joseph Fleuriau d'Armenonville,France,789210790,65.1,Start
20096,Martin-Michel-Charles Gaudin,France,789210810,65.1,Start
20097,Jean de Gaulle,France,789210812,65.1,Stub
20098,Armand Gauthier,France,789210817,65.1,Stub
20099,"Jean-Guillaume, baron Hyde de Neuville",France,789210864,65.1,C
20100,Bruno Joncour,France,789210888,65.1,Start
20101,Christian de La Malène,France,789210907,65.1,Stub
20102,Edmond Lefebvre du Prey,France,789210962,65.1,Stub
20103,Étienne-Denis Pasquier,France,789211106,65.1,Start
20104,Jérôme Rivière,France,789211173,65.1,Start
20105,Henri Rochereau,France,789211182,65.1,Stub
20106,Louis Sanmarco,France,789211231,65.1,Stub
20107,"Jean-Baptiste Colbert, Marquis de Seignelay",France,789211243,65.1,Start
20108,Louis Serre (politician),France,789211247,65.1,Stub
20109,Jean-Luc Fugit,France,789245984,65.1,Stub
20110,Sira Sylla,France,789246008,65.1,Stub
20111,Sophie Errante,France,789246033,65.1,Stub
20112,Didier Paris,France,789246052,65.1,Stub
20113,Louis Jung,France,789250920,65.1,Stub
20114,Patrick Binder,France,789266166,65.1,Stub
20115,François Dufour,France,789266171,65.1,Stub
20116,Harry Durimel,France,789266175,65.1,Stub
20117,Nathalie Sarles,France,789292342,65.1,Stub
20118,Anne Bouquet,France,789311625,65.1,Start
20119,Agénor de Gasparin,France,789318786,65.1,C
20120,Jacques Trémolet de Villers,France,789327377,65.1,Start
20121,Stella Dupont,France,789332144,65.1,Stub
20122,Guillaume Kasbarian,France,789335987,65.1,Stub
20123,Alice Thourot,France,789336087,65.1,Stub
20124,Raymond Barre,France,789354886,65.1,C
20125,Pierre Sudreau,France,789398631,65.1,Start
20126,Gaël Le Bohec,France,789465760,65.1,Stub
20127,Josy Poueyto,France,789580060,65.1,Stub
20128,Serge Letchimy,France,789580414,65.1,Stub
20129,Loïc Kervran,France,789595651,65.1,Stub
20130,Paul-André Colombani,France,789595682,65.1,Stub
20131,Bruno Mégret,France,789615716,65.1,C
20132,Caroline Janvier,France,789649959,65.1,Stub
20133,Corinne Féret,France,789650248,65.1,Stub
20134,Fadela Amara,France,789650907,65.1,Start
20135,Françoise Descamps-Crosnier,France,789651069,65.1,Stub
20136,Isabelle Valentin,France,789651474,65.1,Stub
20137,Karine Berger,France,789651680,65.1,Stub
20138,Marie-Agnès Labarre,France,789652517,65.1,Stub
20139,Nathalie Goulet,France,789653350,65.1,Stub
20140,Odette Duriez,France,789653373,65.1,Stub
20141,Penelope Fillon,France,789653600,65.1,GA
20142,Sandrine Mazetier,France,789653950,65.1,Stub
20143,Seybah Dagoma,France,789653996,65.1,Stub
20144,Sonia Krimi,France,789654079,65.1,Stub
20145,Sophie Montel,France,789654111,65.1,Stub
20146,Louis Jacquinot,France,789916279,65.1,Start
20147,Roger-Gérard Schwartzenberg,France,789988992,65.1,Start
20148,Guillaume Dufresne d'Arsel,France,790008065,65.1,Stub
20149,Colette Le Moal,France,790078463,65.1,Stub
20150,Émile Koehl,France,790078666,65.1,Start
20151,Cécile Brunschvicg,France,790098347,65.1,Start
20152,Éliane Assassi,France,790099282,65.1,Stub
20153,Marie-France Beaufils,France,790099399,65.1,Stub
20154,Gélita Hoarau,France,790099498,65.1,Stub
20155,Mireille Schurch,France,790099562,65.1,Stub
20156,Nicole Borvo,France,790099645,65.1,Stub
20157,Josiane Mathon-Poinat,France,790099719,65.1,Stub
20158,Isabelle Pasquet,France,790100014,65.1,Stub
20159,Brigitte Gonthier-Maurin,France,790100044,65.1,Stub
20160,Annie David,France,790100076,65.1,Stub
20161,Michelle Demessine,France,790100098,65.1,Stub
20162,Évelyne Didier,France,790100173,65.1,Stub
20163,Marie-Christine Blandin,France,790100219,65.1,Stub
20164,Sylvie Desmarescaux,France,790100245,65.1,Stub
20165,Anne-Marie Escoffier,France,790100283,65.1,Stub
20166,Françoise Laborde,France,790100335,65.1,Stub
20167,Suzanne Lacore,France,790100774,65.1,C
20168,Caroline Mécary,France,790100868,65.1,C
20169,Cécile Cukierman,France,790100953,65.1,Stub
20170,Hélène Lipietz,France,790100999,65.1,Stub
20171,Jacqueline Thome-Patenôtre,France,790101331,65.1,Stub
20172,Aimée Batier,France,790101398,65.1,Stub
20173,Gisèle Jourda,France,790101430,65.1,Stub
20174,Lionel Causse,France,790152851,65.1,Stub
20175,Marie Tamarelle-Verhaeghe,France,790180334,65.1,Stub
20176,Bénédicte Taurine,France,790290304,65.1,Stub
20177,Annie Vidal,France,790353125,65.1,Stub
20178,Nicole Dubre-Chirat,France,790398275,65.1,Stub
20179,Michel Debray,France,790406143,65.1,Stub
20180,Annette Peulvast-Bergeal,France,790505721,65.1,Stub
20181,Maria Domenica Michelotti,France,790507717,65.1,Stub
20182,Yves-Marie Adeline,France,790510306,65.1,Start
20183,Anne-Marie Idrac,France,790581452,65.1,Start
20184,Jacques Généreux,France,790586706,65.1,Stub
20185,François Cormier-Bouligeon,France,790595968,65.1,Stub
20186,Olivier Damaisin,France,790596449,65.1,Stub
20187,Cécile Carnot,France,790611096,65.1,Stub
20188,Berthe Faure,France,790611230,65.1,Stub
20189,Jeanne Fallières,France,790611437,65.1,Stub
20190,Barnabé Brisson,France,790641646,65.1,Start
20191,Aimée Lallement,France,790703874,65.1,C
20192,Martine Wonner,France,790826985,65.1,Stub
20193,Sylvain Waserman,France,790827114,65.1,Stub
20194,Geneviève Darrieussecq,France,790842377,65.1,Stub
20195,Myriam El Khomri,France,790842811,65.1,Stub
20196,Emmanuelle Cosse,France,790842855,65.1,Start
20197,Martine Pinville,France,790843059,65.1,Stub
20198,Hélène Geoffroy,France,790843230,65.1,Stub
20199,George Pau-Langevin,France,790843665,65.1,Stub
20200,Chantal Jouanno,France,790844719,65.1,Start
20201,Valérie Létard,France,790845029,65.1,Stub
20202,Marie-George Buffet,France,790845816,65.1,C
20203,Margie Sudre,France,790846115,65.1,Start
20204,Élisabeth Hubert,France,790846263,65.1,Stub
20205,Lucette Michaux-Chevry,France,790846618,65.1,Stub
20206,Edwige Avice,France,790846937,65.1,Stub
20207,Nicole Questiaux,France,790847511,65.1,Start
20208,Alexandre Freschi,France,790849551,65.1,Stub
20209,Jean-Marie Tjibaou,France,790884184,65.1,Stub
20210,François de Grossouvre,France,790899514,65.1,C
20211,Jacques Mézard,France,790923218,65.1,Start
20212,Françoise Férat,France,790968226,65.1,Stub
20213,Benjamin Raspail,France,791106649,65.1,Stub
20214,Bernard Combes,France,791163107,65.1,Stub
20215,Bernard Marie,France,791172484,65.1,Stub
20216,Michel Jacques François Achard,France,791188155,65.1,Stub
20217,François Marie d'Aboville,France,791189766,65.1,Stub
20218,Charles Marion,France,791196322,65.1,Start
20219,Christiane Scrivener,France,791206436,65.1,Stub
20220,Édouard Lockroy,France,791225222,65.1,Start
20221,Louis Charles Marie de La Trémoille,France,791242499,65.1,Stub
20222,Daniel Labaronne,France,791299991,65.1,Stub
20223,Chouan,France,791345671,65.1,B
20224,Marie Lebec,France,791349216,65.1,Stub
20225,Henri Longchambon,France,791359065,65.1,Start
20226,Étienne Pinte,France,791460529,65.1,Start
20227,Michel Vergoz,France,791684083,65.1,Stub
20228,Jean-Baptiste Lemoyne (politician),France,791685778,65.1,Stub
20229,Louis André,France,791690846,65.1,Start
20230,Laurence Vichnievsky,France,791745633,65.1,Stub
20231,Fabien Di Filippo,France,791830292,65.1,Stub
20232,Georges Képénékian,France,791875602,65.1,Start
20233,Marion Lenne,France,791921627,65.1,Stub
20234,Dimitri Houbron,France,791921895,65.1,Stub
20235,Olga Givernet,France,792162145,65.1,Stub
20236,Nicolas About,France,792164767,65.1,Stub
20237,Patrick Vignal,France,792169374,65.1,Stub
20238,Joachim Son-Forget,France,792172508,65.1,Stub
20239,Stéphane Trompille,France,792221499,65.1,Stub
20240,Aude Bono-Vandorme,France,792221521,65.1,Stub
20241,Julien Dive,France,792221623,65.1,Stub
20242,Mireille Robert,France,792221719,65.1,Stub
20243,Jean-Marie Fiévet,France,792222416,65.1,Stub
20244,Joël Giraud,France,792256488,65.1,Stub
20245,Cédric Roussel (politician),France,792260347,65.1,Stub
20246,Laurence Trastour-Isnart,France,792263877,65.1,Stub
20247,Georges Bidault,France,792273913,65.1,C
20248,Adrien Quatennens,France,792316912,65.1,Stub
20249,Brigitte Neveux,France,792321854,65.1,Stub
20250,Muriel Ressiguier,France,792388987,65.1,Stub
20251,Éric Coquerel,France,792389069,65.1,Stub
20252,Caroline Fiat,France,792389163,65.1,Stub
20253,Bastien Lachaud,France,792389233,65.1,Stub
20254,Mathilde Panot,France,792390160,65.1,Stub
20255,Sabine Rubin,France,792390372,65.1,Stub
20256,Audrey Dufeu-Schubert,France,792393130,65.1,Stub
20257,Christophe Arend,France,792393188,65.1,Stub
20258,Benoit Simian,France,792457458,65.1,Stub
20259,Véronique Hammerer,France,792459664,65.1,Stub
20260,Olivier Falorni,France,792460384,65.1,Stub
20261,Jacques-Antoine Manuel,France,792520944,65.1,Start
20262,Anne Jean Marie René Savary,France,792524002,65.1,C
20263,Mireille Clapot,France,792552943,65.1,Stub
20264,Ludovic Mendes,France,792555075,65.1,Stub
20265,Anne Brugnera,France,792559089,65.1,Stub
20266,Stanislas Guerini,France,792559628,65.1,Stub
20267,Thomas Rudigoz,France,792617606,65.1,Stub
20268,Stéphanie Rist,France,792637326,65.1,Stub
20269,Michel Durafour,France,792726212,65.1,Stub
20270,Jean Sauvage,France,792768563,65.1,Stub
20271,Richard Waddington,France,792864113,65.1,Start
20272,Marine Brenier,France,792869330,65.1,Stub
20273,Pouria Amirshahi,France,792952085,65.1,Stub
20274,"Jean-Frédéric Phélypeaux, Count of Maurepas",France,792975080,65.1,B
20275,Roland Lescure,France,793116399,65.1,Stub
20276,Loïc Prud'homme,France,793290509,65.1,Stub
20277,Alexandre Auguste Ledru-Rollin,France,793308562,65.1,C
20278,Frédéric François-Marsal,France,793340626,65.1,Stub
20279,Éric Di Meco,France,793342174,65.1,Start
20280,Pierre Marie (de Saint-Georges),France,793360231,65.1,Stub
20281,Didier Baichère,France,793444024,65.1,Stub
20282,Raymonde Tillon,France,793514456,65.1,Stub
20283,Gustave Mesureur,France,793523953,65.1,Stub
20284,Michel Aurillac,France,793602431,65.1,Start
20285,Guy Héraud,France,793608174,65.1,Stub
20286,Théodore Ducos,France,793661293,65.1,Stub
20287,Gabriel Attal,France,793681215,65.1,Stub
20288,Julien Denormandie,France,793682391,65.1,Stub
20289,Charles Le Bègue de Germiny,France,793684445,65.1,C
20290,Christian Hutin,France,794098796,65.1,Stub
20291,Elodie Jacquier-Laforge,France,794099662,65.1,Stub
20292,Mathieu Molé,France,794100172,65.1,Start
20293,Bon-Adrien Jeannot de Moncey,France,794111870,65.1,Start
20294,Jacqueline Maquet,France,794112578,65.1,Stub
20295,Henri Georges Boulay de la Meurthe,France,794125042,65.1,Stub
20296,Christian Bouchet,France,794157796,65.1,Start
20297,Nicole Gries-Trisse,France,794163922,65.1,Stub
20298,Céline Calvez,France,794163973,65.1,Stub
20299,Philippe Rühl,France,794183864,65.1,Start
20300,Alexandre Holroyd,France,794226646,65.1,Stub
20301,Philippe Grenier,France,794298637,65.1,Stub
20302,"Charles Gravier, comte de Vergennes",France,794356441,65.1,B
20303,Pierre Laurent (politician),France,794375770,65.1,Start
20304,"Bernard-François, marquis de Chauvelin",France,794502679,65.1,C
20305,Dominique Orliac,France,794540884,65.1,Stub
20306,Gérard Charasse,France,794541289,65.1,Stub
20307,Paul Giacobbi,France,794542455,65.1,Stub
20308,Sylvia Pinel,France,794542743,65.1,Start
20309,Emmanuelle Ménard,France,794733482,65.1,Stub
20310,"Victor-François, 8th duc de Broglie",France,794738357,65.1,Stub
20311,Stéphanie Do,France,794897757,65.1,Stub
20312,Georges Marchais,France,794920763,65.1,C
20313,Louis de Beaupoil de Saint-Aulaire,France,795078978,65.1,Start
20314,Nafissa Sid Cara,France,795189473,65.1,Stub
20315,Antoine Français de Nantes,France,795239250,65.1,Start
20316,Paul Doumer,France,795250960,65.1,C
20317,French Executive Commission (1848),France,795252908,65.1,GA
20318,Félix Desplan,France,795292958,65.1,Stub
20319,Claude Leteurtre,France,795361430,65.1,Stub
20320,Caroline Abadie,France,795375262,65.1,Stub
20321,Martine Martinel,France,795471956,65.1,Stub
20322,Léon Eyrolles,France,795576704,65.1,Stub
20323,Christophe Jerretie,France,795577272,65.1,Stub
20324,Valérie Bazin-Malgras,France,795592966,65.1,Stub
20325,Jean-Paul Proust,France,795607649,65.1,Start
20326,Marie-Luce Penchard,France,795647227,65.1,Start
20327,Albert Thomas (minister),France,795683914,65.1,C
20328,Claire O'Petit,France,795691471,65.1,Stub
20329,Sébastien Leclerc (politician),France,795753010,65.1,Stub
20330,Emmanuelle Mignon,France,795781368,65.1,Stub
20331,User:Vlgvlgvlg/Yaël Braun-Pivet,France,795813986,65.1,Start
20332,List of spouses or partners of the President of France,France,795828276,65.1,Start
20333,Frédéric Petit (contemporary politician),France,795919687,65.1,Stub
20334,Sébastien Jumel,France,795923291,65.1,Stub
20335,Jean Reboul,France,795933673,65.1,Stub
20336,Maurice Viollette,France,795947120,65.1,Stub
20337,Émile Chautemps,France,796017949,65.1,Stub
20338,Jeanine Dubié,France,796018712,65.1,Stub
20339,Hippolyte Passy,France,796104608,65.1,Stub
20340,Laurence Maillart-Méhaignerie,France,796208351,65.1,Stub
20341,Cécilia Attias,France,796221503,65.1,C
20342,Danielle Mitterrand,France,796221616,65.1,C
20343,Lucien Arbel,France,796235283,65.1,C
20344,Athanase Bassinet,France,796235367,65.1,Start
20345,Albert Bourderon,France,796235547,65.1,C
20346,Yvon Bourges,France,796235589,65.1,Start
20347,Jean Auguste de Chastenet de Puységur,France,796235638,65.1,Stub
20348,Martial Borye Desrenaudes,France,796235703,65.1,Stub
20349,Philippe Paolantoni,France,796235779,65.1,Stub
20350,Émile Fouchard,France,796235850,65.1,Start
20351,Sylvain Maillard,France,796264370,65.1,Stub
20352,Danièle Obono,France,796265605,65.1,Stub
20353,Auguste Henri Ponsot,France,796310798,65.1,Stub
20354,Christian Fouchet,France,796315270,65.1,Stub
20355,Adrien Taquet,France,796325677,65.1,Stub
20356,Bruno Nestor Azerot,France,796341778,65.1,Stub
20357,Robert de Bracquemont,France,796384437,65.1,Stub
20358,Charles Claude Ange Monneron,France,796386778,65.1,Stub
20359,François Buzot,France,796387675,65.1,Start
20360,Jacques Antoine Creuzé-Latouche,France,796388891,65.1,C
20361,Édouard Fillias,France,796389387,65.1,Stub
20362,"Louis-Alexandre de Launay, comte d'Antraigues",France,796391611,65.1,Start
20363,Louis Monneron,France,796391671,65.1,Stub
20364,Michel-Louis-Étienne Regnaud de Saint-Jean d'Angély,France,796392006,65.1,Start
20365,Pierre Louis de Lacretelle,France,796392358,65.1,Stub
20366,Dominique Estrosi Sassone,France,796397751,65.1,Stub
20367,"Vincent-Marie Viénot, Count of Vaublanc",France,796429899,65.1,B
20368,"Stanislas Marie Adélaïde, comte de Clermont-Tonnerre",France,796429937,65.1,C
20369,Jean Chouan,France,796431912,65.1,C
20370,"Joseph-Marie, comte Portalis",France,796463764,65.1,Stub
20371,Charles de Choiseul-Praslin,France,796493800,65.1,C
